,acousticness,artist_name,artist_uri,danceability,energy,genre,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
0,0.000416,Nitti Gritti,spotify:artist:21AUdblPrTRzkvJn8FGrlk,0.694,0.917,"['brostep', 'electro house', 'electronic trap', 'moombahton', 'zapstep']",0.422,1,0.515,-3.181,1,50,0.219,150.01,4,05G6ywcKJSwSrnixmxhywY,Crack,0.526
1,0.198,Nitty,spotify:artist:7y70dch6JuuuNnwlsOQvwW,0.771,0.283,"['bluegrass', 'country', 'country rock', 'folk', 'folk rock', 'mellow gold', 'nashville sound', 'outlaw country', 'southern rock', 'traditional country', 'traditional folk']",0.0,2,0.0888,-16.326,1,61,0.0444,77.756,4,19Pwe795pS5bS2Jr57gHK3,Fishin' In The Dark,0.906
2,0.198,Nitty Gritty Dirt Band,spotify:artist:7y70dch6JuuuNnwlsOQvwW,0.771,0.283,"['bluegrass', 'country', 'country rock', 'folk', 'folk rock', 'mellow gold', 'nashville sound', 'outlaw country', 'southern rock', 'traditional country', 'traditional folk']",0.0,2,0.0888,-16.326,1,61,0.0444,77.756,4,19Pwe795pS5bS2Jr57gHK3,Fishin' In The Dark,0.906
3,0.35,Nitty Scott,spotify:artist:2dI9IuajQnLR5dLxHjTTqU,0.796,0.717,"['escape room', 'trap queen']",3.7e-06,11,0.279,-7.065,0,43,0.0578,120.003,4,78HxbdrZdQ2tkXukaUlUJp,Chill or Be Chilled,0.762
4,0.00257,Nitzer Ebb,spotify:artist:7EnAgffrVyerTWH628TJ6f,0.744,0.766,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial rock']",0.202,8,0.069,-12.033,1,32,0.065,121.073,4,34vs8Nv1UbY63eWgMR1Tb2,Join In The Chant,0.583
5,0.114,Nivea,spotify:artist:15Dh5PvHQj909E0RgAe0aN,0.879,0.73,"['dance pop', 'deep pop r&b', 'hip pop', 'r&b', 'urban contemporary']",0.0,11,0.241,-4.369,0,63,0.164,99.925,4,39YovPslPCXbFYhlYjsZ2Y,Don't Mess With My Man,0.885
6,0.00223,Nívea Soares,spotify:artist:7FJXPSSrHgr0YDfeiQ63uk,0.528,0.747,['brazilian gospel'],0.00243,0,0.724,-7.13,1,54,0.0292,113.978,4,26duD8T8rEQisVgxSi9vUX,Teu Amor Não Falha - Ao Vivo,0.264
7,0.00337,NIVIRO,spotify:artist:2nsCjA4fEasmnlOK0wXU7T,0.629,0.945,['tracestep'],0.00894,2,0.35,-4.127,1,50,0.0755,127.942,4,26QRCXEnIAxzU3YEaejadd,Memes,0.26
8,0.623,Niyaz,spotify:artist:4kC0KjDKDzan8PsIglvzio,0.407,0.278,"['belly dance', 'medieval folk', 'neoclassical', 'persian alternative', 'world', 'world fusion']",0.0,10,0.115,-9.076,0,28,0.0404,168.502,3,56OXbM05LlKYjlzSc1AmlL,Niyaz,0.289
9,0.248,Niykee Heaton,spotify:artist:63bCkf4n15jiKjHhLV7kSZ,0.743,0.72,"['pop', 'post-teen pop']",0.0,11,0.096,-5.175,0,67,0.0865,123.994,4,5W3UniuRMkHHIpaiQo1hAW,Bad Intentions,0.431
10,0.0285,NK,spotify:artist:1KCSPY1glIKqW2TotWuXOR,0.489,0.588,"['dance pop', 'pop', 'post-teen pop']",2.11e-06,1,0.0906,-6.177,1,81,0.0507,113.617,4,0Qh38w01QRXK6KHIv0e3hb,What About Us,0.187
11,0.945,NK-67,spotify:artist:11TxJf8mz0gmLUK050PyGU,0.481,0.311,['focus'],0.891,2,0.107,-11.569,1,55,0.029,140.051,4,3Wo4q8o9RdSygIJLYw5uz5,Wasteland,0.128
12,0.525,NkisOk,spotify:artist:5Ro0lkhTnZMLAexfXndLRo,0.508,0.514,['relaxative'],0.881,9,0.0961,-11.14,0,55,0.0296,139.993,4,4Lc8vTUzHmT8umKMXLiIOT,Springflower,0.263
13,0.549,NLC Worship,spotify:artist:5MwA42E5eX9Ro4v3ahafjb,0.308,0.336,['anthem worship'],1.37e-06,4,0.709,-10.246,1,28,0.035,100.258,4,4XUwDsqa83wWA8I3go4Wcd,Our God & Our King,0.215
14,0.00234,NLT,spotify:artist:1UuGrU5FyRGANwVhOBoQWB,0.364,0.794,['alternative r&b'],0.0,7,0.0926,-6.183,1,30,0.217,78.905,4,6L4SaXucnaCZvrBFwZzAS0,"She Said, I Said (Time We Let Go)",0.458
15,0.133,NM,spotify:artist:28j8lBWDdDSHSSt5oPlsX2,0.618,0.692,['bemani'],0.258,4,0.0885,-6.995,0,61,0.0517,176.991,4,29JaVsOOOQ3aedppR4u3wz,"Stormy Love, NM. (feat. JOY.)",0.492
