,acousticness,artist_name,artist_uri,danceability,energy,genre,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
0,0.91,Pyotr Ilyich Tchaikovsky,spotify:artist:3MKCzCnpzw3TjUYs2v7vDA,0.109,0.167,"['classical', 'romantic era']",0.92,4,0.109,-18.669,0,59,0.0382,86.554,4,2xizRhme7pYeITbH1NLLGt,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scène (Moderato)",0.0692
1,1.99e-05,Pyramaze,spotify:artist:23jSIm8VfKV2HaQJtfR3PK,0.378,0.874,"['metal', 'neo classical metal', 'neo-trad metal', 'power metal', 'progressive metal', 'speed metal']",0.0418,6,0.342,-5.449,0,29,0.0664,133.321,4,3rzUhu7o0WlL9XrSJ4LBkf,Disciples of the Sun,0.292
2,0.786,Pyramid,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,0.127,0.335,['reggae fusion'],0.427,11,0.111,-8.298,0,58,0.0329,77.078,4,3A9vIxzGBjEfqmDK7H9exS,Pyramid Song,0.0686
3,0.0938,Vritra,spotify:artist:7GN9PivdemQRKjDt4z5Zv8,0.447,0.627,['underground hip hop'],0.00441,1,0.187,-10.086,1,33,0.223,108.002,4,78kPiJJAjVqdG96pS7iKXj,Gurl - Explicit Album Version,0.499
4,0.127,Pyrexx,spotify:artist:5qJjtRftP42zv3LBnIzOEr,0.89,0.584,['christian trap'],0.0,10,0.0831,-5.314,0,28,0.0674,146.005,4,20dltZe7kSUgOqBdrx4Kaj,In the Building (feat. Pyrexx),0.423
5,0.224,PYRMDPLAZA,spotify:artist:7zYtmHNk7UfzvCWOHPdl6x,0.688,0.863,['vapor twitch'],0.0177,3,0.31,-3.45,0,42,0.036,118.004,4,3m881l3GY5UkCQ67Il7W5L,Royal Dance,0.356
6,0.0225,Q,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,0.764,0.468,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",0.0,2,0.26,-8.48,1,78,0.274,131.026,4,4LmAnpjlhWTahvRkYR8xJa,X (with 2 Chainz & Saudi),0.36
7,0.0225,Q,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,0.764,0.468,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",0.0,2,0.26,-8.48,1,78,0.274,131.026,4,4LmAnpjlhWTahvRkYR8xJa,X (with 2 Chainz & Saudi),0.36
8,0.0225,Q,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,0.764,0.468,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",0.0,2,0.26,-8.48,1,78,0.274,131.026,4,4LmAnpjlhWTahvRkYR8xJa,X (with 2 Chainz & Saudi),0.36
9,0.0225,Q,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,0.764,0.468,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",0.0,2,0.26,-8.48,1,78,0.274,131.026,4,4LmAnpjlhWTahvRkYR8xJa,X (with 2 Chainz & Saudi),0.36
