,acousticness,artist_name,artist_uri,danceability,energy,genre,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
0,0.0183,Gloriana,spotify:artist:5RjqSn7vYk8Qb9GeLWRRhB,0.583,0.859,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0.0,7,0.0928,-4.009,1,49,0.0389,97.998,4,0As5NstLxpNgAowtusWsnb,Wild At Heart,0.772
1,0.0239,Glory,spotify:artist:3e7awlrlDSwF3iM0WBjGMp,0.773,0.747,"['emo', 'modern rock', 'pop punk', 'pop rock', 'post-grunge', 'skate punk']",8.23e-06,5,0.11,-4.061,1,78,0.0889,126.014,4,1pwo8l3Ko7idwaz4LVUEC4,Shout Out to My Ex,0.8
2,0.0239,Glory,spotify:artist:3e7awlrlDSwF3iM0WBjGMp,0.773,0.747,"['emo', 'modern rock', 'pop punk', 'pop rock', 'post-grunge', 'skate punk']",8.23e-06,5,0.11,-4.061,1,78,0.0889,126.014,4,1pwo8l3Ko7idwaz4LVUEC4,Shout Out to My Ex,0.8
3,0.000229,Gloryhammer,spotify:artist:7dkEByOe0oHqc54qU4hwzV,0.495,0.961,"['power metal', 'progressive metal', 'speed metal', 'viking metal']",3.97e-06,0,0.338,-3.599,1,43,0.0356,90.015,4,3DcdhXDXL3HupVYxFPu7vw,Angus McFife,0.659
4,0.0167,Glossary,spotify:artist:5qIewQM1fiHXXGFRSBpQvu,0.644,0.713,"['alternative country', 'roots rock']",0.00273,0,0.115,-7.536,1,35,0.026,94.088,4,6dWxIhAwXxfYJWBactgiUK,Trouble Won't Last Always,0.516
5,0.00627,Glowbug,spotify:artist:2ijQG5EVLSHnfXmqfYMUlv,0.419,0.864,['indie dream pop'],5.55e-06,10,0.289,-5.299,1,31,0.0397,133.071,4,12xvlhwxHVdQQwvM17KN07,Brand New Bad News,0.19
6,0.0325,GLOWINTHEDARK,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,0.679,0.785,"['deep dutch hip hop', 'dutch hip hop', 'dutch house', 'electro house']",1.16e-05,8,0.241,-5.806,0,35,0.0515,150.056,4,2q0B3yocriTF9QCis6xG1V,2U - GLOWINTHEDARK Remix,0.883
7,0.41,glue70,spotify:artist:4M8mza6R01rQKdEANjic9O,0.805,0.643,"['future funk', 'vaporwave']",0.0,10,0.606,-13.912,1,59,0.232,104.047,4,0hSzixwdKTfDQewDKq2cP5,You Reposted in the Wrong Neighborhood I Glue70 Mashup,0.927
8,0.53,Glup!,spotify:artist:6BrWnoM0y0Viv3DVEcT8GE,0.646,0.62,"['chilean indie', 'chilean rock', 'latin rock', 'nueva cancion']",0.0,2,0.349,-5.859,1,50,0.0282,93.968,4,5njFCHCaUvHQSqNFluZ36A,Complice Eterno,0.74
9,0.153,GLXY,spotify:artist:64StAk1W7veJKQ9x0rlE2R,0.723,0.422,['liquid funk'],0.743,6,0.177,-7.276,0,46,0.125,94.044,4,6ghMipqqYbh7zmh5FfDtrZ,Glxy High,0.54
10,0.642,Glykeria,spotify:artist:0GBKwLQdkZ6tml0ssOSQ4f,0.472,0.568,"['entehno', 'laiko']",0.0,0,0.723,-6.798,0,27,0.0351,183.024,4,1PkMXFpQe3XXYLkHjWDp1a,Kaneis Edo Den Tragouda - Live,0.77
11,0.62,Glynis Johns,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,0.602,0.201,"['cabaret', 'show tunes']",0.0,0,0.319,-15.788,1,39,0.265,124.891,4,4nCOKtVT623uOCgXyxLqWw,"Sister Suffragette - From ""Mary Poppins"" / Soundtrack Version",0.695
12,0.000702,GMAXX,spotify:artist:08emtxxFRRK0vu6XE8nA74,0.595,0.995,"['deep big room', 'sky room']",0.808,2,0.081,-3.337,1,32,0.0809,127.995,4,2y5ee9ZKHGvU1nNBSTvTmL,Weapon,0.0715
13,0.95,GMPresents & Jocelyn Scofield,spotify:artist:0O8Q5C7YcMWghyISchsJsy,0.482,0.404,['fake'],8.75e-06,0,0.127,-6.039,0,41,0.0284,78.032,4,7zGHtJvxDZNKVNJubv5lLa,Skyfall (Acoustic),0.234
14,0.00616,GMS,spotify:artist:0m5XJwKGYyUjd3VMfcINCQ,0.695,0.596,"['full on', 'psychedelic trance']",0.9,1,0.407,-9.544,1,35,0.0408,134.01,4,0NfpWtTjaMidAQJth24VXi,Dreamcatcher - GMS Remix,0.0373
15,0.314,GMWA Women of Worship,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,0.372,0.648,"['gospel', 'praise']",0.0,1,0.0963,-6.414,1,44,0.0361,81.506,4,04L7O716dqOlQDsOS90lnW,Order My Steps,0.301
16,0.303,Gnar Gnar,spotify:artist:3EIX8WuD9ybB4ruz0MSilB,0.837,0.577,"['underground hip hop', 'vapor trap']",0.0,1,0.119,-7.362,1,65,0.246,150.066,4,0qJ3YwgELCbYG4eKX7vCVT,Drop Top Benz,0.759
17,0.0172,Gnarls Barkley,spotify:artist:5SbkVQYYzlw1kte75QIabH,0.835,0.741,['neo soul'],0.0577,8,0.0826,-1.609,1,72,0.0339,111.963,4,2N5zMZX7YeL1tico8oQxa9,Crazy,0.612
18,0.00651,Gnarwolves,spotify:artist:3dsBRiySuhVwZcFv1qsNbd,0.488,0.509,"['alternative emo', 'melodic hardcore']",0.0,1,0.103,-6.263,1,25,0.0456,97.259,4,0DFWx2m9IlonjEW3ZHh1kS,Bottle to Bottle,0.573
