,acousticness,artist_name,artist_uri,danceability,energy,genre,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
0,0.175,Carnage,spotify:artist:7CCjtD0hCK005Bvg2WG1a7,0.776,0.732,"['edm', 'rap', 'trap music']",0.0,8,0.364,-3.719,1,66,0.081,144.076,4,0AcHbiMs86CCgprvc7E1gs,i Shyne,0.383
1,3.72e-06,Carnifex,spotify:artist:4nqY8hkQNkHaDq4fdVxdYr,0.199,0.994,"['death core', 'melodic metalcore']",0.893,1,0.263,-3.773,0,45,0.19,110.713,4,2NVQbNEmJ0ZVulQOpWa0PD,Lie To My Face,0.0624
2,0.0746,Caro Emerald,spotify:artist:492hDmhPyuIjP3MgTcIqgm,0.925,0.629,"['dutch pop', 'electro swing', 'nu jazz']",1.02e-06,9,0.0716,-3.946,0,44,0.0646,125.988,4,19tqyBo84ocMFl63RgKm4Q,Tangled Up - Lokee Remix,0.819
3,0.995,Caro Utobarto,spotify:artist:6iGFJkwKrPQTN0c1TvvXBl,0.378,0.00759,['focus'],0.965,10,0.0891,-28.372,0,56,0.0612,70.675,4,6NLSxiGtbk7psHLQv0m6XP,Like You Knew It,0.147
4,0.731,Carol Banawa,spotify:artist:00RJAkLnjGx4kVWVJbOJx1,0.513,0.419,"['classic opm', 'opm']",0.00484,4,0.138,-10.013,1,45,0.0268,159.485,4,0uqx4nyviFLIYyK4R7bZxI,Bakit 'Di Totohanin,0.186
5,0.989,Carol Comune,spotify:artist:2hwIoWEOfHGHi6FnS5MvvN,0.489,0.0618,['focus'],0.822,10,0.152,-24.677,1,41,0.0598,113.263,3,1fbotrFTUSoCpbImrUyFge,Reflections,0.275
6,0.623,Carol Hall,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,0.511,0.458,['deep ccm'],1.12e-06,3,0.2,-12.059,1,24,0.192,140.838,4,0xau22vAC8Bn5samogx3Q5,A Lil' Ole Bitty Pissant Country Place,0.814
7,0.971,Carol Vaness,spotify:artist:7vfydQ0nVBVgJ0ajs8EtRM,0.435,0.228,['classical soprano'],4.87e-06,1,0.346,-19.494,1,0,0.109,86.344,4,2MjKIiA8L52M4CNsgRhXgJ,"Iphigénie en Tauride: Récitatif: Malheureuse! (Carol Vaness, Giorgio Surian, Angelo Veccia) - Voice",0.386
8,0.968,Carol Welsman,spotify:artist:5nw4wMgfImhoebM0e2MzSR,0.484,0.106,['vocal jazz'],2.07e-06,2,0.185,-15.937,1,52,0.0427,95.233,4,2ofpYfMA5QKWkyuZmSId8R,Bewitched,0.316
9,0.498,Carole King,spotify:artist:319yZVtYM9MBGqmSQnMyY6,0.45,0.441,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'folk-pop', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']",0.00562,9,0.133,-12.718,0,65,0.0352,208.282,4,12q3V8ShACq2PSWINMc2rC,It's Too Late,0.811
10,0.878,Carolee Carmello,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,0.392,0.496,"['broadway', 'show tunes']",1.78e-06,0,0.549,-7.108,1,34,0.0595,99.284,4,5HLUuj15ZIVlQcsl3Uf4fZ,Waiting,0.215
11,0.778,Carolina Chocolate Drops,spotify:artist:6H8Sj9gFyDYJ3T63LA3DKz,0.577,0.806,"['appalachian folk', 'bluegrass', 'jug band', 'new americana', 'old-time', 'progressive bluegrass', 'traditional folk']",0.0,0,0.371,-6.521,1,46,0.0661,95.49,4,4Cfn1AAAAUJC9cI4AwGAld,Hit 'Em Up Style,0.893
12,0.993,Carolina Ladies Quartette,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,0.564,0.134,['vintage gospel'],0.0,6,0.382,-14.2,1,1,0.0755,80.215,3,2mdsSH6TYBCOPAXGp1mliR,My Loved Ones are Waiting,0.428
13,0.0133,Carolina Liar,spotify:artist:0OuSnRyi1OkLPkR4AqzJwi,0.449,0.864,"['modern alternative rock', 'neo mellow', 'pop rock']",1.31e-06,9,0.0984,-1.159,0,53,0.0378,105.121,4,2h8iXIwEdEnQywhFC4q5e5,Show Me What I'm Looking For,0.355
14,0.861,Carolina Ross,spotify:artist:5wx70QuZtxRUIIYek3RSaV,0.738,0.364,['mexican pop'],0.0,6,0.0941,-7.355,1,51,0.0579,136.231,3,205jUQPoqMVQZUQe81yJmB,Puño de Diamantes,0.346
15,0.783,Caroline Glaser,spotify:artist:4qiAhwxeFLSbkNq6tFEWpJ,0.421,0.418,['deep talent show'],9.29e-05,11,0.281,-11.588,1,44,0.0528,84.283,1,2vKUa0RyA8xIzFteB7mikF,I Hate That Part,0.228
16,0.00494,Caroline Harrison,spotify:artist:5X3rdmEE2Mif6kFQkb2PxB,0.732,0.607,['neo-singer-songwriter'],0.794,6,0.0833,-9.933,0,51,0.0483,138.021,4,224rpVLXgdrfEL0uf76ZNg,Makeup (feat. Caroline Harrison),0.194
17,0.587,Caroline O'Connor,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,0.458,0.372,"['broadway', 'hollywood', 'show tunes']",0.0,4,0.224,-8.09,0,47,0.0761,170.859,4,2Yz9ItBsiuHfGb6YnHIBlh,Land of Yesterday,0.552
18,0.0543,Caroline Pennell,spotify:artist:6xQvQwZQQuq9R3TdPNbcR8,0.416,0.772,['indie electro-pop'],0.0,0,0.359,-4.965,1,63,0.13,121.215,4,1LFT9QfD13yS96njon1w49,These Heights (feat. Caroline Pennell),0.233
19,0.0824,Caroline Rose,spotify:artist:06W84OT2eFUNVwG85UsxJw,0.731,0.764,"['art pop', 'new americana', 'preverb']",3.95e-06,7,0.0725,-4.5,1,49,0.028,98.01,4,1e2LGT07diSwc7UYnK7txi,More Of The Same,0.638
20,0.644,Caroline Spence,spotify:artist:4De2r7QdHl1eZwnEnQ1IzE,0.306,0.213,"['deep new americana', 'new americana']",0.0,2,0.103,-7.79,1,59,0.0316,89.545,4,10jrqgyC1u81RhIgtLUfdR,All the Beds I've Made (Acoustic),0.291
21,0.168,Carolyn Dawn Johnson,spotify:artist:0SwVn4s8PdhY9XQhi9SetC,0.628,0.458,"['canadian country', 'contemporary country', 'country', 'country dawn']",0.0,7,0.0577,-6.82,1,35,0.0303,79.008,4,6P3xtpHYY87MGHjrQ36i6X,Complicated,0.337
22,0.201,Carolyn Rodriguez,spotify:artist:6L3x3if9RVimruryD9LoFb,0.808,0.439,"['chicano rap', 'latin hip hop']",0.0,0,0.276,-8.003,0,45,0.0557,147.022,3,5Wd3T3UOMokEdbzlvEaxPL,Make You Mine (feat. Carolyn Rodriguez),0.549
23,0.976,Carolyn Sampson,spotify:artist:5aIqB5nVVvmFsvSdExz408,0.108,0.0099,"['baroque ensemble', 'choral', 'classical performance', 'classical soprano', 'opera']",0.00361,11,0.162,-31.557,0,42,0.0469,86.297,4,0A4hDJSHcYLwqYQGUWx3w9,"Mass in B Minor, BWV 232: Agnus Dei: Agnus Dei (Alto)",0.0442
24,0.816,Carolyn Wonderland,spotify:artist:0XhsEmCqMW2k9yMl4o8t4n,0.578,0.0704,"['electric blues', 'modern blues', 'texas blues']",0.00298,4,0.11,-13.44,0,47,0.0678,168.939,3,3yEPbndiOIRsH4FA2dBrTH,Bad to the Bone,0.288
25,0.13,Carousel,spotify:artist:3hOdow4ZPmrby7Q1wfPLEy,0.541,0.773,"['alternative emo', 'anthem emo', 'deep pop punk', 'pop emo']",0.0,8,0.215,-5.671,1,60,0.0537,149.887,4,5SZeJOQaDeQFT0Kkz9jfXR,CAROUSEL,0.551
