,acousticness,artist_name,artist_uri,danceability,energy,genre,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
0,0.0561,Vertical,spotify:artist:6N6Sk9XOoHsadAGYR44C2o,0.43,0.708,['anthem worship'],0.0,0,0.704,-7.14,1,65,0.0336,75.024,4,5vMzNmHm2ec2zrqiYhkQzZ,Yes I Will,0.243
1,0.0504,Vertical Horizon,spotify:artist:6Hizgjo92FnMp8wGaRUNTn,0.637,0.759,"['neo mellow', 'pop rock', 'post-grunge']",0.0,3,0.0642,-6.389,0,63,0.0305,93.898,4,4cKGldbhGJniI8BrB3K6tb,Everything You Want,0.741
2,0.000239,Vertical Mode,spotify:artist:3dUltShd2gJQc98Kc7Syit,0.581,0.918,"['full on', 'progressive psytrance', 'psychedelic trance']",0.799,6,0.371,-6.917,0,36,0.0472,140.012,4,7cGltRMrRTeMxSAW0NiGyz,Inside Your Head,0.166
3,0.0561,Vertical Worship,spotify:artist:6N6Sk9XOoHsadAGYR44C2o,0.43,0.708,['anthem worship'],0.0,0,0.704,-7.14,1,65,0.0336,75.024,4,5vMzNmHm2ec2zrqiYhkQzZ,Yes I Will,0.243
4,0.0031,Veruca Salt,spotify:artist:2QwJQuBekTA4qF7N7uLHDP,0.613,0.828,"['alternative pop', 'alternative rock', 'grunge', 'lilith', 'post-grunge']",0.00375,8,0.088,-9.161,1,51,0.0401,136.223,4,1SY2vughwKmVPm1Lmf5Nl7,Seether,0.693
5,0.0373,Very Be Careful,spotify:artist:5uPsEWH6yfk4REach06ywO,0.672,0.399,"['cumbia', 'nu-cumbia']",0.925,8,0.133,-7.732,0,27,0.0787,79.999,4,5jRcZ4Xshy4M2LxIgn8UfB,Be Very Careful,0.419
6,0.0373,Verykindthankyou,spotify:artist:5uPsEWH6yfk4REach06ywO,0.672,0.399,"['cumbia', 'nu-cumbia']",0.925,8,0.133,-7.732,0,27,0.0787,79.999,4,5jRcZ4Xshy4M2LxIgn8UfB,Be Very Careful,0.419
7,0.502,Verzache,spotify:artist:59KX7XUUgAOOo5IyDjca0T,0.524,0.274,"['lo-fi beats', 'vapor soul', 'vapor twitch']",0.257,6,0.0924,-13.931,1,64,0.295,167.998,4,6VnADht5DZuwR3aYX4Ufz2,Waiting for You,0.342
8,0.613,Ves Tal Vez,spotify:artist:2H9gmIyMPOSAAOnxk5dz5t,0.717,0.514,['peruvian indie'],1.57e-06,1,0.108,-7.292,1,41,0.0436,147.902,4,07XJ5WCCh06PZZfLkHyksY,Hoy Te Vi Feliz,0.674
9,0.646,Vesala,spotify:artist:5fyBhURKALJ81CC9X4DvZP,0.744,0.609,"['finnish dance pop', 'finnish pop', 'iskelma']",0.00104,3,0.126,-5.176,1,46,0.12,105.019,4,1aty40lOztXmjuKi1XO81m,Älä droppaa mun tunnelmaa,0.831
