,acousticness,artist_name,artist_uri,danceability,energy,genre,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
0,0.775,Eric Bibb,spotify:artist:2uNcfNhlVJUyEX0t0NG1m1,0.735,0.214,"['acoustic blues', 'blues', 'country blues', 'electric blues', 'modern blues', 'piedmont blues', 'traditional blues']",1.1e-05,3,0.12,-11.193,0,33,0.0496,146.877,3,2Q52Da5pzizJ4I8j2McUAs,With My Maker I Am One,0.622
1,0.746,Eric Buchholz,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,0.122,0.286,['scorecore'],0.938,0,0.118,-14.274,1,39,0.0336,71.203,3,0zOWGP6OSqaGeG7sDrLO8A,Hero of Time,0.0391
2,0.44,Eric Burdon,spotify:artist:3miNucraVWk4hdVsIxn7id,0.847,0.459,"['blues-rock', 'british blues', 'classic rock', 'psychedelic rock']",0.0,2,0.0781,-11.793,0,49,0.0485,119.513,4,2nluoJKvE7rTBN7kve8dnr,Spill The Wine,0.959
3,0.717,Eric Burdon & the Animals,spotify:artist:70tMW5bZT3TJUa1CWtfVkq,0.559,0.326,"['british invasion', 'classic rock', 'folk rock', 'psychedelic rock']",0.0876,4,0.138,-13.508,0,34,0.0305,115.904,4,357XGtCYzQD8AgPazWHdUx,Good Times,0.526
4,0.011,Eric Carmen,spotify:artist:2ekjTXgjxbWwBX5lTAj4DU,0.712,0.549,"['album rock', 'bubblegum pop', 'disco', 'folk rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",0.0,5,0.118,-9.484,1,69,0.0254,109.882,4,31H6au3jhblhr6MMJiXnCq,Hungry Eyes,0.552
5,0.643,Eric Chou,spotify:artist:5fEQLwq1BWWQNR8GzhOIvi,0.439,0.477,['mandopop'],0.0,10,0.114,-5.638,1,64,0.0307,159.819,4,2gug6MRv4xQFYi9LA3PJCS,"你,好不好? - Ending Theme Song of TVBS Series ""Life List""",0.535
6,0.1,Eric Church,spotify:artist:2IvkS5MXK0vPGnwyJsrEyV,0.692,0.809,"['contemporary country', 'country', 'country road', 'modern country rock']",9.77e-05,2,0.185,-5.935,1,74,0.0255,104.023,4,05ZACkzW8YbRq3eFgIfSNB,Springsteen,0.927
7,0.043,Eric Clapton,spotify:artist:6PAt558ZEZl0DmdXlnjMgD,0.698,0.493,"['album rock', 'blues-rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'roots rock', 'soft rock']",0.0429,9,0.308,-12.506,1,68,0.0278,105.268,4,3ykSdTGmYPFl8pDBXer1zG,Cocaine,0.671
8,0.0845,Eric Darius,spotify:artist:39HDjLbYtWrCQrqpl9sOX8,0.73,0.796,['smooth jazz'],0.00746,5,0.428,-6.237,0,46,0.0335,113.982,4,4VTUyws75Ld1uQC1r0drGf,Just For The Moment,0.688
9,0.496,Eric Dolphy,spotify:artist:6rxxu32JCGDpKKMPHxnSJp,0.465,0.644,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free improvisation', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'soul jazz']",0.179,8,0.176,-7.646,1,50,0.106,81.894,4,2VzRmb0GCPDBv6FddHGu7s,Hat And Beard (Rudy Van Gelder Edition) 1999 - Remaster,0.355
10,0.395,Eric Donaldson,spotify:artist:0oiElYQBBhWG7ywJdoa9OA,0.878,0.124,"['lovers rock', 'reggae', 'rock steady']",0.0215,11,0.105,-15.073,1,33,0.398,138.91,4,0gONO4K0PVRlBy8WJDGAUs,Cherry Oh Baby,0.652
11,0.736,Eric Gales,spotify:artist:3x8RBu8okCCBLi5vnY4UyV,0.675,0.575,"['blues-rock', 'electric blues', 'modern blues']",0.0171,7,0.119,-4.896,0,47,0.0303,85.962,4,4wwyCumdNnXjIGt7YyLCJE,Carry Yourself,0.778
12,0.929,Eric Harland,spotify:artist:2RnJnmDsu7HDPmj4UNjmjh,0.55,0.249,['jazz drums'],0.828,5,0.258,-15.919,0,51,0.0325,121.37,4,499pC27JxKGMh6mYyuRmlT,I'm Glad There Is You,0.296
13,0.0874,Eric Heatherly,spotify:artist:64AyHnB0YQfCZFo5etz5vY,0.781,0.647,['country'],3.38e-05,1,0.104,-8.902,1,37,0.0502,99.938,4,3kgMG3gvIInB7t0RgqjQFH,Flowers On The Wall,0.751
14,0.193,Eric Heron,spotify:artist:2dEsplqc3xItHUwpF6IIrB,0.717,0.691,"['christian hip hop', 'christian trap']",0.0,2,0.166,-6.471,1,36,0.228,99.875,4,17uDdRYHr7cyRiPSncGFif,Dawn (feat. ABIV & WHATUPRG),0.618
15,0.0395,Eric Hutchinson,spotify:artist:39x8gyJjTHiBQklFgVJSV4,0.462,0.767,"['acoustic pop', 'folk-pop', 'indiecoustica', 'neo mellow', 'pop rock']",0.0,10,0.728,-5.038,1,53,0.0686,201.064,4,5RBx3tM9hmVJAOnSUHIWkn,Rock & Roll,0.901
16,0.254,Eric Ibra,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,0.505,0.798,['relaxative'],0.843,10,0.337,-10.706,1,30,0.0251,107.023,4,2C7H6luadIhGSRZ4GhUnHn,Azur,0.836
17,0.901,Eric Idle,spotify:artist:13YmWQJFwgZrd4bf5IjMY4,0.532,0.206,['comic'],5.81e-05,2,0.191,-12.775,1,22,0.0363,105.1,4,2DSIT7N8i3SfoGRwfcynA4,Death of a Married Man,0.668
18,0.157,Eric Johnson,spotify:artist:4CxobvwTpmfpIEbkYh4pAb,0.455,0.765,"['blues-rock', 'instrumental rock', 'neo classical metal']",0.212,7,0.244,-11.99,1,61,0.041,94.851,4,5qm0KiVKMXW1kq6VrnIhz5,Cliffs Of Dover,0.288
19,0.00219,Eric Kupper,spotify:artist:2SdOKxC1sSxEyv8JYERaNe,0.708,0.814,['tribal house'],9.74e-05,7,0.109,-5.737,0,59,0.045,125.991,4,1oSUTFfnEwftOTRxpLKWOY,The Realness (feat. Eric Kupper),0.858
20,0.0149,Eric Lau,spotify:artist:68P6JiHWJsv5VqfLPchS1n,0.643,0.606,"['alternative hip hop', 'broken beat', 'chillhop', 'indie jazz', 'neo soul', 'wonky']",0.0466,11,0.276,-5.744,0,40,0.0331,93.318,4,0PMd9qDbSznGPHxDD8YdHv,Here,0.36
21,0.995,Eric Le Sage,spotify:artist:2gClsBep1tt1rv1CN210SO,0.454,0.0118,['classical piano'],0.839,4,0.127,-33.317,1,36,0.0348,73.074,4,1a7Z5exQ1nUBrCV4TV127U,"Dolly, Op. 56 (version for piano 4 hands): I. Berceuse",0.146
22,0.0689,Eric Lindell,spotify:artist:6w8FACwOtRQh9LrVlxClPX,0.365,0.817,"['electric blues', 'funk', 'modern blues', 'southern rock']",0.00197,2,0.407,-3.984,1,35,0.0865,149.625,4,0AfloqhmK7nMeuxJo98C0x,Bayou Country (live),0.565
23,0.0946,Eric Marienthal,spotify:artist:4wmaum7AmnVV5riHLEWvaK,0.692,0.68,['smooth jazz'],0.511,2,0.106,-7.185,0,37,0.0305,115.066,4,0vEHMGB81YJ5QYrIIVExH9,Blue Water,0.652
24,0.0706,Eric Nam,spotify:artist:2FLqlgckDKdmpBrvLAT5BM,0.75,0.799,"['k-indie', 'k-pop', 'korean pop']",0.0,0,0.377,-2.788,0,58,0.0697,110.991,4,7uW2sLxLjNgQJHa71LGVGr,Honestly,0.462
