,acousticness,artist_name,artist_uri,danceability,energy,genre,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
0,0.202,Keith Urban,spotify:artist:0u2FHSq3ln94y5Q57xazwf,0.621,0.477,"['australian country', 'contemporary country', 'country', 'country road']",0.0,0,0.215,-5.284,1,77,0.0334,81.976,4,567gPvGfxxKoZxDKqM9tEl,Parallel Line,0.481
1,0.0177,Keith Walker,spotify:artist:6065y8Bw6C1CcoqztBE8kS,0.542,0.807,['lift kit'],0.0,7,0.089,-5.527,1,32,0.0474,162.075,4,3WkmDAufuqiOKgXJ1FLcAP,Me Too,0.596
2,0.184,Keith Washington,spotify:artist:5l0XyfQLHoWFvINcSaSrSx,0.494,0.495,"['funk', 'new jack swing', 'quiet storm', 'urban contemporary']",0.0,7,0.127,-8.855,1,44,0.0312,126.515,4,6LqiE1yBBf9IuTxaTpTyiF,Kissing You,0.233
3,0.723,Keith Whitley,spotify:artist:0bc7dhY6YXL35m1G0jVwuW,0.618,0.271,"['contemporary country', 'country', 'country gospel', 'country rock', 'nashville sound', 'outlaw country', 'traditional country']",0.000558,7,0.129,-13.695,1,56,0.026,78.334,4,3eIc0XWlqNkT290DfwNyBJ,Don't Close Your Eyes,0.264
4,0.023,Keith Wonderboy Johnson,spotify:artist:2DueTnHVGO5j6yZvfj3Xyy,0.603,0.871,['praise'],0.00016,6,0.275,-2.197,0,25,0.147,194.107,4,2JZdvG4MBqHQN0Q0aV04nA,Let Go And Let God,0.707
5,0.00442,KeithCharles Spacebar,spotify:artist:08mxaoupOEaITXv1WTbSNl,0.635,0.504,['underground hip hop'],0.0118,0,0.102,-9.96,1,39,0.0954,170.011,4,5nwrtQZak4f2M3EihvxYso,All My Luv (feat. Abra),0.215
6,0.164,Keizer,spotify:artist:2CiOpBO55td0YHJVZYT2KW,0.787,0.76,"['deep dutch hip hop', 'dutch hip hop']",0.0,1,0.0761,-4.616,0,50,0.346,104.979,4,279ltcrJ15IZFI5UUG49PG,Interessant (feat. Dopebwoy),0.87
7,0.00928,Keke Palmer,spotify:artist:6UKDgKJpv0MCwiQHbllkfR,0.843,0.676,"['deep pop r&b', 'hip pop', 'post-teen pop', 'r&b']",0.000454,1,0.101,-7.028,1,59,0.109,76.499,4,167SAJLX60K44uGKb8KLxK,Bossy,0.685
8,0.144,KeKe Wyatt,spotify:artist:0AunegKKH2ys98aLxq8G1A,0.55,0.524,"['deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",0.0,3,0.24,-4.822,0,51,0.0327,130.672,4,01IyLgH29kt46qu8hdwf8G,You & I - feat. KeKe Wyatt,0.285
9,0.0514,Kekra,spotify:artist:20pbz4TbpkBUr5JwYfGgPS,0.675,0.539,"['french hip hop', 'trap francais']",1.96e-06,9,0.085,-7.583,0,39,0.0749,139.926,4,22AQ5ggyUrLpuQCPh2mhOL,10 balles,0.141
10,0.77,Kel,spotify:artist:0TLOVFA4f1et5PuPPVaGVg,0.62,0.234,['indiecoustica'],2.15e-06,0,0.105,-9.794,1,37,0.0321,111.952,4,2r1OdHm28pw6q3ratP8shL,Nashville,0.318
11,0.843,Kelaska,spotify:artist:0t9faKnVaGJnirIkIKguT5,0.57,0.0405,['channel pop'],0.0,5,0.11,-15.034,1,33,0.0501,98.864,4,2rppGJyOtip1mGYxOQrBSo,She Will Be Loved,0.405
12,1.5e-05,Keldian,spotify:artist:7gJGehoyni4ZaaPgYj4I4z,0.428,0.927,"['neo classical metal', 'norwegian metal', 'power metal', 'progressive metal']",0.226,5,0.216,-5.758,0,41,0.051,144.956,4,0FQzYN1HFntOVB7jsVyY1H,The Last Frontier,0.364
13,0.0956,Kele,spotify:artist:4AGwPDdh1y8hochNzHy5HC,0.749,0.844,"['alternative dance', 'dance-punk', 'new rave']",0.0106,10,0.348,-5.9,1,50,0.0331,110.001,4,3V0W5CfNDMiTKg93wuLFxJ,Let Go,0.751
14,0.0178,Kele Le Roc,spotify:artist:4HOsFnbVyWoaOoUz5Lc2UD,0.697,0.81,"['speed garage', 'uk garage']",0.012,3,0.139,-6.202,0,43,0.0378,130.062,4,3z84XGmcOS2V1cQSXe9IGZ,My Love (So Good) [10 Below Club Mix],0.627
15,0.00697,Kelela,spotify:artist:3AA28KZvwAUcZuOKwyblJQ,0.677,0.83,"['art pop', 'escape room', 'indie r&b', 'neo soul']",0.0,4,0.134,-3.96,1,60,0.0489,137.997,4,2W4yTO3qHdqyvbz2UxfIPh,Submission (feat. Danny Brown & Kelela),0.612
16,0.58,Kélétigui Diabaté,spotify:artist:2laFwNRffMM18LvKKDxCs9,0.73,0.669,['mande pop'],0.0036,2,0.103,-7.934,0,33,0.0565,118.209,4,06mESgotL8dujZGuOxtjFl,Wassiye,0.848
17,0.00862,Kelis,spotify:artist:0IF46mUS8NXjgHabxk2MCM,0.891,0.77,"['dance pop', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.0315,1,0.155,-6.124,1,60,0.0439,112.997,4,2s0ouHqJebHfiQ6C1GUFJd,Milkshake - Radio Mix,0.819
18,0.00173,Keljet,spotify:artist:5qL11uHhk8QM2IUnxggWqy,0.572,0.937,"['indie poptimism', 'nu disco']",0.405,10,0.356,-3.778,0,40,0.0361,113.014,4,5qKSG35g2L5q7A3KIzFRnr,Circle Down (Keljet Remix),0.275
19,0.485,Kell Smith,spotify:artist:74WDLxBsm1TLxV6WVwD994,0.68,0.449,['baile pop'],0.0,3,0.129,-6.983,1,64,0.0324,94.842,4,57AmbM2loMyozAU1kjW308,Era uma Vez,0.145
20,0.0178,Kelleigh Bannen,spotify:artist:6C7VkLRszFSbRkKNhEvBST,0.631,0.838,['country dawn'],1.22e-06,7,0.331,-5.369,1,36,0.03,145.907,4,63h8NWgLqvSo5XKfc6vvns,Famous,0.693
21,0.573,Keller & The Keels,spotify:artist:4waVkajgwOEWxLZqpVbnfV,0.536,0.494,"['jam band', 'progressive bluegrass']",0.000292,7,0.131,-10.163,1,44,0.0388,118.092,4,25VCNz70Pq90XTq1tfdSPD,Mary Jane's Last Breakdown,0.469
22,0.945,Keller Quartett,spotify:artist:1j2JoegYw7YxhO7woNFZAa,0.143,0.044,['string quartet'],0.778,2,0.102,-23.139,0,33,0.0387,101.38,4,1boT17Opq8lBm47sBPk1Qv,"The Art Of Fugue, BWV 1080: Contrapunctus 14",0.0486
23,0.885,Keller Williams,spotify:artist:5de5W8sgXIMq9dgMR0Wml0,0.633,0.194,"['jam band', 'progressive bluegrass']",0.404,8,0.111,-14.543,1,51,0.0729,143.376,4,2L7M2b2WZJkPSvPGy9BBmi,Right Here,0.421
