,acousticness,artist_name,artist_uri,danceability,energy,genre,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
0,0.111,White Violet,spotify:artist:4YJlpG8fCq38GnS8ElByiF,0.0,0.00011,['athens indie'],0.388,2,0.243,-21.443,1,37,0.0,0.0,0,7j3e2vQeRgpl9a0fsZV0dG,Brown Noise - 1 Hour,0.0
1,0.885,WHITE WALL,spotify:artist:4BeVZOKBDXBBvyvgMTvYSP,0.109,0.522,['epicore'],0.434,2,0.157,-19.658,0,37,0.0682,93.889,4,0GJZWKCosK7ROeZpS90PLY,Looped Wall of Sleep Noise (White Noise),0.0201
2,0.000817,White Zombie,spotify:artist:0CF71zaDOJWCynIkW9bSK8,0.682,0.857,"['alternative metal', 'alternative rock', 'comic', 'funk rock', 'groove metal', 'grunge', 'hard rock', 'industrial metal', 'industrial rock', 'metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",0.00439,9,0.505,-9.872,1,58,0.0451,112.622,4,4tvBoSWeIW0bjhKNre5mod,Thunder Kiss '65,0.453
3,0.0,White! Noise,spotify:artist:17dhUzylJyV8BKYs5WXBYK,0.0,2.01e-05,['sleep'],0.0,5,0.0,-15.776,1,76,0.0,0.0,0,67iF3DdebmElASIGoebYt1,Brown Noise - Loopable with No Fade,0.0
4,0.0636,Whitebear,spotify:artist:6EN5zX1Q2W7qcesyatdUfO,0.43,0.735,['deep psytrance'],0.809,8,0.234,-9.285,1,28,0.0559,172.034,4,4R3hkDLgIgHPj3jrVVjitI,Bardo,0.129
5,0.000569,Whitechapel,spotify:artist:5274obTQJjzjyycRyJlfml,0.476,0.994,"['death core', 'groove metal', 'melodic metalcore', 'metalcore', 'rap metal']",0.000149,11,0.139,-3.429,0,53,0.18,115.103,4,6rLEeo9rNT87t2xHry8xUl,The Saw Is the Law,0.216
6,0.0198,Whitecross,spotify:artist:38G8E1MViuxPZPd5qIgbic,0.647,0.853,"['christian metal', 'deep christian rock']",0.00147,1,0.108,-9.692,1,24,0.0498,122.85,4,1bspbmZY07obw7FlUoch54,No Second Chances - Very Best Of Whitecross Ablum Version,0.784
7,0.983,Whitefeather Productions,spotify:artist:0pIKa8nPZwJ4oHJd6tUFvH,0.389,0.112,['ballet class'],0.871,10,0.0942,-21.13,1,17,0.0474,153.604,3,4z9T2rCUy1mApNrPQXeEub,Waltz,0.163
8,0.0317,Whitefield Brothers,spotify:artist:1ynl48Y4KflTXf1alW9g1L,0.614,0.903,"['afrobeat', 'deep funk']",0.00242,3,0.628,-4.373,1,37,0.0412,95.046,4,52iNHmkGXRi5e1zCrOGM0V,Buster,0.84
9,0.774,Whiteheart,spotify:artist:22sg0OT5BG5eWLBN97WPIZ,0.546,0.189,"['ccm', 'christian metal', 'christian music', 'deep christian rock']",0.00537,5,0.129,-15.31,1,23,0.03,117.007,4,5vuPHfYLao7mTEgKjatM3T,Desert Rose - Powerhouse Album Version,0.0725
10,0.864,Whitehorse,spotify:artist:6ubkj48AdWEtGZpYeWLW2U,0.537,0.326,"['canadian indie', 'deep new americana']",0.925,2,0.0872,-19.644,1,42,0.109,110.124,4,37oLnXYomz0eazyJFSNOse,White Horse Dreaming,0.265
11,0.355,Whiteout,spotify:artist:3AmgGrYHXqgbmZ2yKoIVzO,0.686,0.748,"['progressive house', 'progressive trance', 'trance']",0.278,9,0.107,-6.788,0,57,0.0394,116.974,4,41D0xpS9ClHkBirerj8Dqs,Whiteout,0.683
12,0.151,Whitesnake,spotify:artist:3UbyYnvNIT5DFXU4WgiGpP,0.384,0.846,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",7.73e-05,7,0.0913,-5.591,1,63,0.0365,90.172,4,0PP933bHgvV0eD19dG3ms5,Here I Go Again 87 - 2017 Remastered Version,0.272
13,0.972,Whitetree,spotify:artist:5gMkn9l3njzu2EMxEnKf1c,0.384,0.0885,['compositional ambient'],0.814,10,0.0976,-20.704,0,44,0.0671,126.717,5,1ZwsonC0aBaMK2I7d8lOa3,Koepenik,0.119
14,0.346,Whitewoods ,spotify:artist:1wDDq31Nz0yzwObGFUfsp1,0.456,0.816,"['future funk', 'vaporwave']",0.0265,7,0.677,-6.561,1,51,0.128,89.058,4,1KN9HelgzrT0jMQ5Ju8u8Y,Beach Walk,0.634
15,0.346,Whitewoods,spotify:artist:1wDDq31Nz0yzwObGFUfsp1,0.456,0.816,"['future funk', 'vaporwave']",0.0265,7,0.677,-6.561,1,51,0.128,89.058,4,1KN9HelgzrT0jMQ5Ju8u8Y,Beach Walk,0.634
16,0.0904,Whitey,spotify:artist:14ZxDAK6ITtZZqPdiWrvSn,0.678,0.556,"['new americana', 'outlaw country', 'roots rock', 'texas country', 'traditional country']",0.0334,0,0.0866,-7.423,1,66,0.0281,85.158,4,0kEQwPz9SrMN8E5iL9cxQL,What It's Like,0.405
17,0.0614,Whitey Morgan,spotify:artist:2bGK38Qvf603fcckzUYYui,0.673,0.658,"['new americana', 'outlaw country', 'roots rock', 'texas country', 'traditional country']",0.00851,2,0.0741,-7.101,1,49,0.0266,87.528,4,0FkCbt8AiKnj7HRrS2R2Hi,Bad News,0.494
18,0.000347,Whitey Morgan and the 78's,spotify:artist:2bGK38Qvf603fcckzUYYui,0.39,0.828,"['new americana', 'outlaw country', 'roots rock', 'texas country', 'traditional country']",0.144,2,0.128,-5.453,1,53,0.0284,81.861,4,6Bvh8a4YhNyqsafMVYlRrd,Me and the Whiskey,0.554
19,0.723,Whitley,spotify:artist:0bc7dhY6YXL35m1G0jVwuW,0.618,0.271,"['contemporary country', 'country', 'country gospel', 'country rock', 'nashville sound', 'outlaw country', 'traditional country']",0.000558,7,0.129,-13.695,1,56,0.026,78.334,4,3eIc0XWlqNkT290DfwNyBJ,Don't Close Your Eyes,0.264
20,0.207,Whitney,spotify:artist:6XpaIBNiVzIetEPCWDvAFP,0.709,0.824,"['dance pop', 'pop', 'r&b', 'urban contemporary']",0.000307,1,0.0888,-8.824,1,80,0.0453,118.814,4,2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),0.867
21,0.766,Whitney Cummings,spotify:artist:5nrXNyP5XC1DIgN1CPycmy,0.505,0.953,"['comedy', 'comic', 'deep comedy']",0.0,10,0.616,-3.903,0,44,0.915,59.126,3,0aVCsiq1y9TZ00q1XZd7Ry,Love,0.132
22,0.226,Whitney Duncan,spotify:artist:7D3IiPrIsSWfMFHEqEOCUB,0.779,0.614,"['contemporary country', 'country dawn', 'modern country rock']",0.0,8,0.0929,-4.672,0,36,0.0284,93.005,4,5UE2C5tgqnOHCOBXuUIAum,Skinny Dippin',0.612
23,0.207,Whitney Houston,spotify:artist:6XpaIBNiVzIetEPCWDvAFP,0.709,0.824,"['dance pop', 'pop', 'r&b', 'urban contemporary']",0.000307,1,0.0888,-8.824,1,80,0.0453,118.814,4,2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),0.867
24,0.35,Whize,spotify:artist:6Z8e5dHvrk7aWjmv0cDJyN,0.655,0.493,"['emo rap', 'lo-fi beats']",0.0,11,0.54,-11.757,0,54,0.491,83.079,4,3LlSwO7YMOBB508kdsTX8K,I Watched Her Leave,0.44
25,0.0395,Who See,spotify:artist:67ea9eGLXYMsO2eYQRui3w,0.342,0.792,['balkan hip hop'],8.67e-06,9,0.0768,-7.81,1,47,0.0964,131.129,4,2nlSeJ6CgvWeVOkrLmadf6,I Can See For Miles,0.206
26,0.0563,Who TF Is Justin Time?,spotify:artist:5nfMtMIv2UYUrrdCEPvh6f,0.864,0.754,['redneck'],0.0,11,0.322,-8.891,1,46,0.0514,119.985,4,3kASFs6XhHgv7yo7z7HmJu,Rebel Till I Die,0.633
27,0.0564,Whodini,spotify:artist:4dBOV77d0Fy9KcTZkieXcu,0.859,0.864,"['east coast hip hop', 'electro', 'funk', 'gangster rap', 'hip hop', 'hip house', 'miami bass', 'new jack swing', 'old school hip hop', 'quiet storm', 'rap']",0.0,10,0.044,-4.935,0,40,0.145,95.981,4,59doiD6SCKnxLaV5i9dkYX,Friends,0.721
28,0.00186,Whole Wheat Bread,spotify:artist:7If6MttSgSBYMLaUnmW5ze,0.579,0.975,['ska punk'],0.0,4,0.106,-4.106,1,30,0.0743,135.159,4,16A3yjujV756tcPFHUnf5i,Old Man Samson,0.785
29,0.0322,WhoMadeWho,spotify:artist:50Lr1puweM1hFsF1LpIZLM,0.626,0.581,"['alternative dance', 'dance-punk', 'danish indie', 'indietronica', 'new rave']",0.00159,9,0.146,-7.017,0,51,0.0335,118.002,4,1UglHGkDf43W58XZKdnqbE,Dynasty,0.261
30,0.0735,Whop Bezzy,spotify:artist:4XbUUdHLc8FGR3kWMCynH0,0.807,0.612,['deep southern trap'],0.0,8,0.13,-7.434,1,36,0.238,79.962,4,5lENpzLyeSeh9dtF0S1Xf6,You Know I Ain't Scared,0.388
31,0.206,Whores,spotify:artist:4lmz8XEBIAqXZIRvst5zmC,0.467,0.452,"['mathcore', 'post-doom metal', 'post-hardcore', 'post-metal', 'sludge metal', 'stoner metal']",0.0,7,0.0819,-7.644,1,38,0.03,121.862,4,0Dmewyk7g7Ch6tyvMvFQTX,Liquor and Whores,0.793
32,0.000353,Whoretopsy,spotify:artist:7FGpj2R01h3Ndn8VKHGnd1,0.355,0.967,['progressive deathcore'],0.888,7,0.272,-4.955,1,21,0.194,119.98,4,3HkemlcQUnncHTymlNI5Ho,White Men Can't Blump,0.294
33,0.143,Whosah,spotify:artist:0jXaeFozic6yOdJRGuUcrR,0.505,0.771,['indie rockism'],0.0,8,0.077,-5.16,1,32,0.0731,172.108,4,0RvJZiIHkhOWkiqaAZnvSD,Make a Move,0.524
34,0.00779,WHTKD,spotify:artist:57ms6nMdMlFD6665yAVW3B,0.757,0.453,"['deep groove house', 'house']",0.423,4,0.102,-10.887,0,50,0.0726,125.974,4,3PHVj8LcrqgZUhS5LPAHc8,Say To Me,0.543
35,0.205,Why Don't We,spotify:artist:7uMSsrbX9MJzf161IcY7KU,0.811,0.641,"['boy band', 'pop', 'post-teen pop', 'teen pop']",0.0,1,0.547,-4.167,0,66,0.256,134.971,4,51w95jAPQDOWN3M7xopWWh,Help Me Help You (feat. Why Don't We),0.781
36,0.0945,WHY?,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,0.601,0.724,"['boy band', 'pop', 'post-teen pop', 'teen pop']",1.68e-06,6,0.12,-4.856,1,93,0.0486,102.061,4,4hQ6UGyWQIGJmHSo0J88JW,Back To You - From 13 Reasons Why – Season 2 Soundtrack,0.508
37,0.00376,Whyte Horses,spotify:artist:67tGvTTG36JaxuJ0UBkMzu,0.535,0.838,"['chamber psych', 'garage psych']",1.5e-05,4,0.135,-6.574,0,40,0.0388,99.929,4,0p5BWstYrO0VNHXwgJohJB,The Best of It (feat. La Roux),0.567
38,0.362,Wibal Y Alex,spotify:artist:1gK9ezsMo4sBk39a1SvvKS,0.698,0.684,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']",1.34e-06,4,0.336,-6.262,1,35,0.101,89.983,4,7h7dpSgEDjHdhDA7FY3eL1,Nube De Humo (feat. Alex the Greatest [Wibal & Alex]),0.185
39,0.396,Wicca Phase Springs Eternal,spotify:artist:2kCcBybjl3SAtIcwdWpUe3,0.56,0.531,"['emo rap', 'underground hip hop']",0.0,8,0.103,-6.14,0,67,0.0484,79.789,4,1Cx37RLHtu6ZWA0W1uGkai,Avoid,0.289
40,0.00117,Wice,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,0.605,0.864,['retro electro'],0.637,0,0.236,-7.762,1,40,0.0459,133.97,4,6xLLsawIiO3QPYmL2lCCNK,Star Fighter,0.229
41,0.083,Wick-it The Instigator,spotify:artist:4jO5QsD24rKN134lJQ4BLV,0.457,0.889,['mashup'],1.06e-06,2,0.666,-4.094,1,30,0.436,173.555,4,5GT9AfEVrQvNMFb2W0Tqns,Chasing Greatness (feat. Wick It The Instigator),0.282
42,0.116,Wicked Lady,spotify:artist:1nhRXSwQB55RUDENEeHHwO,0.478,0.823,['psychedelic blues-rock'],0.000617,11,0.892,-4.944,1,27,0.0812,114.658,4,4YPlLGw6pWuv3m9k6uspRT,Wicked Lady,0.597
43,0.0618,Wicked Minds,spotify:artist:1DisOtNFBsfGAuifnt4o8j,0.768,0.787,['chicano rap'],0.0,11,0.105,-4.466,0,36,0.147,84.021,4,0b0PKXI9y0kTwLhxhIsl50,Callin My Names,0.526
44,0.736,Wicked Tinkers,spotify:artist:54W1828QQi7zn2AJ6l25u3,0.772,0.558,"['celtic', 'celtic rock']",0.212,2,0.194,-11.791,1,19,0.137,119.759,4,50pE6BMCPsTqX4FVuWgpDu,Donald Macgillivray,0.664
45,0.873,Wickerbird,spotify:artist:5JnB0pjUaCDOuRKRzuS5ti,0.311,0.345,['shiver pop'],0.919,0,0.109,-13.81,0,50,0.0357,113.831,4,660D1KONP5QoayR5MUGGcK,The Fold,0.0769
46,0.0749,WiDE AWAKE,spotify:artist:6jJ0s89eD6GaHleKKya26X,0.514,0.683,['bass trap'],2.64e-06,5,0.392,-5.099,1,67,0.0367,159.814,4,5JLv62qFIS1DR3zGEcApRt,Wide Awake,0.575
47,0.00131,Wide Eyes,spotify:artist:75dQReiBOHN37fQgWQrIAJ,0.528,0.86,['djent'],0.25,11,0.251,-8.033,0,61,0.0397,123.12,4,44DnIGEvTlhDkGv3xLSDcp,Wide Eyes,0.49
48,0.219,Wideboys,spotify:artist:6MDME20pz9RveH9rEXvrOM,0.659,0.946,"['bassline', 'speed garage', 'uk garage']",0.0,11,0.143,-3.73,0,69,0.211,122.045,4,2CqnpBHeQGfgj8FDB7zuTv,Solo (feat. Demi Lovato) - Wideboys Remix,0.498
49,2.66e-05,Widek,spotify:artist:4Dne2BHkrim1Gr7hkqMsfq,0.303,0.879,"['djent', 'instrumental rock']",0.892,7,0.467,-3.761,0,34,0.0578,172.079,4,0Rc85jwdOT7IBXpsgEKRAh,Satellite (feat. Owane & Paul Wardingham),0.226
50,0.14,Widespread Panic,spotify:artist:54SHZF2YS3W87xuJKSvOVf,0.484,0.882,"['jam band', 'modern blues', 'roots rock', 'southern rock']",4.68e-06,2,0.124,-4.456,1,52,0.0482,105.059,4,2tKvbXiqQM7aYhbpEWLbTf,Climb to Safety,0.777
51,9.45e-06,Widowmaker,spotify:artist:4xTDPgk4jHCF0qui3dH6BS,0.432,0.983,['progressive deathcore'],0.0529,0,0.0932,-5.363,1,46,0.111,105.037,3,77ZxhaxW6hMrhNDMCM3YOX,Widowmaker,0.0747
52,0.0521,Widowspeak,spotify:artist:5ZW7HlSuZz8ng2X21cXbdP,0.588,0.507,"['brooklyn indie', 'chillwave', 'noise pop', 'nu gaze', 'preverb']",0.722,7,0.188,-8.15,1,50,0.0297,128.041,4,1LAzF3sa7k3QrOKtpCVgLJ,All Yours,0.515
53,0.993,Wieland Kuijken,spotify:artist:3SZwKVguv7TcOwI8cijYTM,0.59,0.183,['viol'],0.976,2,0.146,-19.262,0,25,0.0406,128.185,4,4pMJmNT3SquX8aCk4eMEID,"Flute Sonata in E Minor, Op. 5, No. 8: II. Allemanda: Allegro",0.815
54,0.94,Wiener Johann Strauss Orchester,spotify:artist:5goS0v24Fc1ydjCKQRwtjM,0.291,0.0648,['orchestra'],0.93,10,0.345,-22.707,1,38,0.0342,111.826,4,56YstNT2fL3XXFbMLWYVX8,"Strauss Jr., J.: Frühlingsstimmen, Op. 410 (Excerpt)",0.347
55,0.705,Wiener Mozart Ensemble,spotify:artist:4NJhFmfw43RLBLjQvxDuRS,0.408,0.112,['chamber orchestra'],0.207,10,0.191,-21.746,1,20,0.0539,144.629,4,0aLLldt645fB0oreHdFuvY,"Six Ländler, K.606",0.286
56,0.883,Wiener Philharmoniker,spotify:artist:5wTAi7QkpP6kp8a54lmTOq,0.353,0.166,"['classical', 'classical performance', 'orchestra']",0.959,7,0.119,-15.895,0,43,0.0386,72.153,4,2oLjhx7w8Hyd3gry9cCXr7,"Hungarian Dance No.5 In G Minor, WoO 1 No. 5",0.611
57,0.964,Wiener Symphoniker,spotify:artist:2wOqMjp9TyABvtHdOSOTUS,0.43,0.34,['orchestra'],0.84,0,0.119,-16.553,0,22,0.0335,113.615,4,23WP84qzNDwUPtz3MicBwS,"Piano Concerto No. 3 in C Minor, Op. 37: III. Rondo",0.317
58,0.0219,Wiesn XXL,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,0.772,0.912,['deep discofox'],1.2e-05,7,0.102,-3.624,1,3,0.0515,115.963,4,3fXEH7adsakokRh6D3hsRT,Fürstenfeld,0.55
59,0.0463,WiFiGawd,spotify:artist:2tM4YvbGRPeHpxdD6PqLwe,0.817,0.579,"['underground hip hop', 'vapor trap']",1.21e-05,1,0.109,-11.145,1,18,0.324,127.192,4,7bvVJWxy1LEsOl5rhFzq8z,Dis Side,0.676
60,0.0562,Wifisfuneral,spotify:artist:1vb1XqzyNMQ16BqbxRz5BV,0.625,0.479,"['emo rap', 'rap', 'trap music', 'underground hip hop', 'vapor trap']",0.0,1,0.0715,-8.768,1,73,0.272,98.027,4,3zCbbePDsZQJ0iHkqGXSjG,Juveniles (feat. YBN Nahmir),0.555
61,0.982,Wihan Quartet,spotify:artist:5KwuX7TIq9Ll9WtpxOOuxF,0.144,0.157,['string quartet'],0.825,6,0.126,-18.937,0,0,0.041,86.244,3,14kcrjXL16AWjQHoJdizZ9,String Quartet No. 1: I. Andante,0.0897
62,0.162,Wiki,spotify:artist:3A5tHz1SfngyOZM2gItYKu,0.47,0.389,"['alternative hip hop', 'underground hip hop']",0.00718,9,0.225,-7.532,1,52,0.0725,82.365,3,3cR19PDGb6w48V96kMaZOf,AM // Radio,0.524
63,0.162,Wiki,spotify:artist:3A5tHz1SfngyOZM2gItYKu,0.47,0.389,"['alternative hip hop', 'underground hip hop']",0.00718,9,0.225,-7.532,1,52,0.0725,82.365,3,3cR19PDGb6w48V96kMaZOf,AM // Radio,0.524
64,0.816,Wil Wagner,spotify:artist:5q7KcaajItZSuRrg4AHsnQ,0.515,0.392,['australian garage punk'],0.0,0,0.104,-6.758,1,35,0.0315,125.571,3,6ztCi5MrBQi2eeYj2BmZSz,Song About Why I Suck,0.361
65,0.653,Wilbert Harrison,spotify:artist:7rETVFaF9VOFPmmzsY3kO6,0.727,0.665,"['rhythm and blues', 'rock-and-roll']",0.233,1,0.349,-6.453,1,45,0.0352,114.979,4,4GvyP7CnBJEV2t7L7vOkjw,Kansas City,0.912
66,0.995,Wilbert Hazelzet,spotify:artist:5aIqB5nVVvmFsvSdExz408,0.282,0.0141,['classical flute'],0.945,4,0.331,-27.988,1,8,0.0729,70.056,5,21tvQiRzkffIYuNXWJQX1D,"Cello Suite No. 1 in G Major, BWV 1007 (Arr. W. Hazelzet for Baroque Flute): I. Prélude",0.493
67,0.724,Wilbur De Paris,spotify:artist:2jHYUm5r73OV8CiKyMdYfo,0.554,0.433,"['dixieland', 'jazz trombone', 'new orleans jazz', 'ragtime', 'stride']",0.728,8,0.321,-11.464,1,27,0.0608,75.729,4,34696oqV8ukgerSs2nPU4y,Madagascar,0.727
